Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude
1367,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI,1,200,Bonifay 18,Africa,1.0,,1,200,,42.72437,12.290780
1368,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200,400,AfricanaIA,Africa,8.0,,150,400,,42.72437,12.290780
1369,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200,400,AfricanaIB,Africa,3.0,,150,400,,42.72437,12.290780
1370,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200,400,Africana_2,Africa,4.0,,150,400,,42.72437,12.290780
1371,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200,400,AfricanaIC,Africa,1.0,,150,400,,42.72437,12.290780
1372,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",EI/LI,200,400,Tripolitana II,Tripolitania,1.0,,1,400,,42.72437,12.290780
1373,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LI,300,700,AfricanaIID,Africa,1.0,,150,400,,42.72437,12.290780
1374,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LI,300,700,Keay 35A,Africa,2.0,,400,500,,42.72437,12.290780
1375,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LR,-150,-1,Greco-Ital,Italy,11.0,,-350,-150,,42.72437,12.290780
1376,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LR,-150,-1,Dr 1,Italy,63.0,,-150,-50,,42.72437,12.290780
1377,"Scoppieto, Umbria","S. Speranza 2011, Anfore, in Bergamini M. ed., Scopietto II. I materiali. p. 283-341",LR/EI,-100,50,Pascual 1,Tarraconesis,1.0,,-50,79,,42.72437,12.290780
1378,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,12.0,,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1379,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Ostia II 522-523,Calabria/Sicilia,1.0,,50,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1380,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 6A,Adriatic Italy,2.0,,-25,50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1381,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 2-4_5,Adriatic Italy,1.0,,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1382,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Haltern 70,Baetica,2.0,,-80,192,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1383,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Tarraconesian,Tarraconesis,2.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1384,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 7-11,Baetica,6.0,,-30,96,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1385,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 2-4_6,Baetica,2.0,,1,125,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1386,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Oberaden 74,Baetica,1.0,,-25,0,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1387,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 20,Baetica,4.0,,1,300,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1388,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Beltran IIA,Baetica,1.0,,10,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1389,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Schoene-Mau 35,Africa,3.0,,30,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1390,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Camulodunum 184,Aegean,1.0,,-25,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1391,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 2-4,Aegean,5.0,,-100,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1392,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Agora F65-66,Anatolia,1.0,,-50,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1393,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,AC2,Aegean,1.0,,1,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1394,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 43_1,Aegean,1.0,,1,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1395,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",LR,-150,-1,Dr 1,Tyrrhenian Italy,1.0,,-150,-50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1396,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",LR,-150,-1,Lamb.2,Adriatic Italy,2.0,,-200,-25,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1397,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,3.0,,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1398,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Tyrrhenian Italy,Tyrrhenian Italy,1.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1399,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Spello/Ostia II 521/ III 369-370,Italy - Tiber Valley,3.0,,50,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1400,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Dr 20,Baetica,1.0,,1,300,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1401,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Dr 14A,Baetica,1.0,,50,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1402,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Beltran IIA,Baetica,1.0,,10,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1403,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Dr 28,Baetica,1.0,,1,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1404,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Baetican,Baetica,2.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1405,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,AfricanaIA,Africa,2.0,,150,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1406,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,AfricanaIB,Africa,1.0,,150,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1407,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Africana_2,Africa,3.0,,150,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1408,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Tripolitana ,Tripolitania,1.0,,1,440,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1409,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Agora F65-66,Anatolia,1.0,,-50,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1410,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Kapitan 1,Aegean/Oriental,1.0,,75,350,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1411,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Kapitan 1/2,Aegean/Oriental,1.0,,75,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1412,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,AC2/3,Aegean,1.0,,1,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1413,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,AC,Aegean,1.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1414,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Kingsholm 117,Orient,1.0,,50,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1415,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Aegean/Oriental,Aegean/Oriental,1.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1416,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 2-4_5,Adriatic Italy,18.0,,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1417,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Forlimpopoli,Adriatic Italy,27.0,,-25,300,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1418,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 6B,Adriatic Italy,13.0,,1,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1419,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,collo ad imbuto,Adriatic Italy,7.0,,1,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1420,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 6B/collo ad imbuto,Adriatic Italy,1.0,,1,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1421,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Grado 1,Adriatic Italy,1.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1422,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Adriatic,Adriatic Italy,568.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1423,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 1/2-4,Tyrrhenian Italy,2.0,,-150,50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1424,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,1.0,,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1425,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 7-11,Baetica,1.0,,-30,96,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1426,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Camulodunum 184,Aegean,2.0,,-25,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1427,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 2-4,Aegean,2.0,,-100,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1428,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI/LI,200,400,Zeest 80/MR5,Black Sea,1.0,,75,500,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1429,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,AfricanaII/III,Africa,1.0,,150,450,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1430,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,Tyrrhenian_1,Tyrrhenian Italy,9.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1431,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,Baetican_5,Baetica,1.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1432,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,African_6,Africa,110.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
1433,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,Aegean/Oriental_4,Aegean/Oriental,8.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093
