,Unnamed: 0,Site,Publication,Period,Lower_ context_date,Upper_context_date,Amphora_type,Provenance,Frequency,Notes,Amphora_type_lower_date,Amphora_type_upper_date,Pleiades URI,Latitude,Longitude,site,Grouped_sites,Site_type,Site_notes,Amphora_type_main,amphora_type,problems,content,Amphora_type_notes
1393,1388,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Beltran IIA,Baetica,1.0,,10,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,Beltran IIA,Beltran IIA,,fish sauce,
1394,1389,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Schoene-Mau 35,Africa,3.0,,30,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,Schoene-Mau 35,Schoene-Mau 35,,wine,
1395,1390,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Camulodunum 184,Aegean,1.0,,-25,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,Camulodunum 184,Camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
1396,1391,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 2-4,Aegean,5.0,,-100,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,Dr 2-4,Dr 2-4,,wine,
1397,1392,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Agora F65-66,Anatolia,1.0,,-50,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,Agora F65-66,Agora F65-66,,wine,"Panell, Rizzo 2014, 390"
1398,1393,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,AC2,Aegean,1.0,,1,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,AC2,AC2,,wine,
1399,1394,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",EI,1,200,Dr 43_1,Aegean,1.0,,1,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,Dr 43,Dr 43,,wine,
1400,1395,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",LR,-150,-1,Dr 1,Tyrrhenian Italy,1.0,,-150,-50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,Dr 1,Dr 1,,wine,
1401,1396,Terme di Elogabalo,"Cecilia Gualtieri, Viviana Cardarelli
e Giusy Castelli, ""Terme di Elagabalo"". L'incendio neroniano in un settore del complesso domus-tabernae: stratigrafie e contesti, in: Clementina Panella
 e Lucia Saguì ed., VALLE DEL COLOSSEO E PENDICI NORD-ORIENTALI DEL PALATINO.  
MATERIALI E CONTESTI 2
 2013, p. 43-90.",LR,-150,-1,Lamb.2,Adriatic Italy,2.0,,-200,-25,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,Terme di Elogabalo,Roma,urban,,Lamb.2,Lamb.2,,wine,evidence from Marague des Giennes
1402,1397,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,3.0,,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 2-4,Dr 2-4,,wine,
1403,1398,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Tyrrhenian Italy,Tyrrhenian Italy,1.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Tyrrhenian Italy,Tyrrhenian Italy,merge with Tyrrhenian,wine,
1404,1399,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Spello/Ostia II 521/ III 369-370,Italy - Tiber Valley,3.0,,50,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Spello/Ostia II 521/ III 369-370,Spello/Ostia II 521/ III 369-370,,wine,
1405,1400,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Dr 20,Baetica,1.0,,1,300,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 20,Dr 20,,olive oil,
1406,1401,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Dr 14A,Baetica,1.0,,50,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 14A,Dr 14A,,fish sauce,
1407,1402,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Beltran IIA,Baetica,1.0,,10,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Beltran IIA,Beltran IIA,,fish sauce,
1408,1403,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Dr 28,Baetica,1.0,,1,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 28,Dr 28,,wine,
1409,1404,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Baetican,Baetica,2.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Baetican,Baetican,,unknown,
1410,1405,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,AfricanaIA,Africa,2.0,,150,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,AfricanaIA,AfricanaIA,,olive oil,
1411,1406,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,AfricanaIB,Africa,1.0,,150,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,AfricanaIB,AfricanaIB,,olive oil,
1412,1407,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Africana_2,Africa,3.0,,150,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Africana,Africana,merge with African,unknown,
1413,1408,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Tripolitana ,Tripolitania,1.0,,1,440,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Tripolitana ,Tripolitana ,,unknown,
1414,1409,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Agora F65-66,Anatolia,1.0,,-50,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Agora F65-66,Agora F65-66,,wine,"Panell, Rizzo 2014, 390"
1415,1410,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Kapitan 1,Aegean/Oriental,1.0,,75,350,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Kapitan 1,Kapitan 1,,wine,
1416,1411,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Kapitan 1/2,Aegean/Oriental,1.0,,75,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Kapitan 1/2,Kapitan 1/2,,wine,
1417,1412,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,AC2/3,Aegean,1.0,,1,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,AC2/3,AC2/3,,wine,
1418,1413,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,AC,Aegean,1.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,AC,AC,,wine,
1419,1414,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Kingsholm 117,Orient,1.0,,50,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Kingsholm 117,Kingsholm 117,,wine,"after Panella, Rizzo 2014, 90, tab. 7"
1420,1415,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI,1,200,Aegean/Oriental,Aegean/Oriental,1.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Aegean/Oriental,Aegean/Oriental,,unknown,
1421,1416,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 2-4_5,Adriatic Italy,18.0,,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 2-4,Dr 2-4,,wine,
1422,1417,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Forlimpopoli,Adriatic Italy,27.0,,-25,300,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Forlimpopoli,Forlimpopoli,,wine,"garum suggested for the type A and D, but unconfirmed"
1423,1418,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 6B,Adriatic Italy,13.0,,1,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 6B,Dr 6B,,olive oil,
1424,1419,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,collo ad imbuto,Adriatic Italy,7.0,,1,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,collo ad imbuto,collo ad imbuto,,unknown,
1425,1420,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 6B/collo ad imbuto,Adriatic Italy,1.0,,1,250,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 6B/collo ad imbuto,Dr 6B/collo ad imbuto,,unknown,
1426,1421,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Grado 1,Adriatic Italy,1.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Grado 1,Grado 1,,fish sauce,
1427,1422,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Adriatic,Adriatic Italy,568.0,,1,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Adriatic,Adriatic,,unknown,
1428,1423,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 1/2-4,Tyrrhenian Italy,2.0,,-150,50,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 1/2-4,Dr 1/2-4,,wine,
1429,1424,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 2-4_5,Tyrrhenian Italy,1.0,,-70,225,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 2-4,Dr 2-4,,wine,
1430,1425,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 7-11,Baetica,1.0,,-30,96,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 7-11,Dr 7-11,"probably all these types should be merged, because they have the same content and provenance, but because they were separated in the publications I used (I have found no explanation why? different workshops?) I left them like this",fish sauce,
1431,1426,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Camulodunum 184,Aegean,2.0,,-25,150,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Camulodunum 184,Camulodunum 184,in a few cases the provenance of this amphora given in the sonata ABM spreadshit is Rhodes - it should always be Aegean for the consistency,wine,
1432,1427,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI,1,200,Dr 2-4,Aegean,2.0,,-100,200,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Dr 2-4,Dr 2-4,,wine,
1433,1428,"Terme di Elogabalo, impianto fognario","Radaelli E. 2013, Un riempimento fognario di età severiana dalle cosiddette “Terme di Elagabalo” a Roma, 2013, In De Sena, E. (ed), The Roman Empire during the Severan Dynasty: Case Studies in History, Art, Architecture, Economy and Literature. American Journal of Ancient History, 6-8. Gorgias Press: Piscataway (NJ): pp. 301-340.
",EI/LI,200,400,Zeest 80/MR5,Black Sea,1.0,,75,500,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Zeest 80/MR5,Zeest 80/MR5,,unknown,
1434,1429,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,AfricanaII/III,Africa,1.0,,150,450,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,AfricanaII/III,AfricanaII/III,,unknown,"wine and fish sauce suggested, https://halshs.archives-ouvertes.fr/halshs-03506183/document"
1435,1430,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,Tyrrhenian_1,Tyrrhenian Italy,9.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Tyrrhenian,Tyrrhenian,,wine,
1436,1431,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,Baetican_5,Baetica,1.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Baetican,Baetican,,unknown,
1437,1432,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,African_6,Africa,110.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,African,African,merge with Africana,unknown,
1438,1433,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",EI/LI,200,400,Aegean/Oriental_4,Aegean/Oriental,8.0,,,,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Aegean/Oriental,Aegean/Oriental,,unknown,
1439,1434,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,Almagro 51 A-B,Baetica,2.0,,200,600,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Almagro 51 A-B,Almagro 51 A-B,,fish sauce,
1440,1435,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,AfricanaIIIA,Africa,1.0,,275,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,AfricanaIIIA,AfricanaIIIA,,wine,https://halshs.archives-ouvertes.fr/halshs-03506183/document
1441,1436,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,AfricanaIIIB_1,Africa,2.0,,300,400,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,AfricanaIIIB,AfricanaIIIB,,fish sauce,https://halshs.archives-ouvertes.fr/halshs-03506183/document
1442,1437,"Terme di Elogabalo, impianto fognario","S. Menchelli, G.Picchi (2014): ""Distorsioni interpretative e concretezza epistemologica nello studio delle anfore romane: l’esempio dell’ager Firmanus (Marche meridionali, Italia)”, FOLD&R the Journal of Fasti Online",LI,300,700,Keay 27A,Africa,1.0,,350,500,https://pleiades.stoa.org/places/971691208,41.8893064,12.4871093,"Terme di Elogabalo, impianto fognario",Roma,urban,,Keay 27A,Keay 27A,,olive oil,https://halshs.archives-ouvertes.fr/halshs-03506183/document
