,site_number,RAAD_type_number,RAAD_form,origin,contents,southampton_type_number,frequency,origin_h1,origin_h2,raad_type_start_date,raad_type_end_date,site_name_modern,site_name_acient,modern_country,roman_province,pleiades,dare,vici,lat,long,major_site_type,minor_site_type,site_start_date,site_end_date,quantification_method,quantification_abbreviation,total_assemblage_size,reference
956,51,147,dressel 1,italy campania,wine,61,1,italy,campania,-140.0,-15.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
957,51,149,dressel 24,italy campania,wine,78,16,italy,campania,-70.0,200.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
958,51,154,dressel 1,italy etruria,wine,61,2,italy,etruria,-140.0,-15.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
959,51,182,unknown,north africa,unknown,,1,northafrica,,,,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
960,51,195,dressel 24,iberian peninsula guadalquivir,wine,71,4,iberianpeninsula,guadalquivir,-30.0,150.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
961,51,200,dressel 711,iberian peninsula guadalquivir,fish sauce,"97, 98, 99, 62, or 63",6,iberianpeninsula,guadalquivir,-30.0,75.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
962,51,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,33,iberianpeninsula,guadalquivir,-80.0,200.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
963,51,203,oberaden 83,iberian peninsula guadalquivir,olive oil,175,96,iberianpeninsula,guadalquivir,-15.0,14.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
964,51,215,dressel 12,iberian peninsula marismas,fish sauce,64,1,iberianpeninsula,marismas,-50.0,200.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
965,51,217,dressel 711,iberian peninsula marismas,fish sauce,"97, 98, 99, 62, or 63",123,iberianpeninsula,marismas,-30.0,75.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
966,51,221,unknown,iberian peninsula marismas,unknown,,1,iberianpeninsula,marismas,,,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
967,51,240,dressel 8,iberian peninsula south,fish sauce,98,1,iberianpeninsula,south,-15.0,75.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
968,51,258,oberaden 74,iberian peninsula tarraconensis,wine,,8,iberianpeninsula,tarraconensis,-20.0,37.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
969,51,259,pascual 1,iberian peninsula tarraconensis,wine,185,6,iberianpeninsula,tarraconensis,-50.0,100.0,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
970,51,260,unknown,iberian peninsula tarraconensis,unknown,,1,iberianpeninsula,tarraconensis,,,oberaden,nan,germany,germania,109229.0,,,51.6139278,7.5832674,military,forward camp,-11,-8,minimum number of individuals,mni,341,gonzlez cesteros h and tremmel b 2011ñ12 aceite vino y salazones hispanos en oberadenspanish olive oil wine and salted products in oberaden in anales de prehistoria y archeologìa 27ñ28 527ñ42
971,52,23,dressel 25,em kos,wine,74,2,em,kos,-100.0,200.0,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
972,52,26,camulodunum 189,em levant,fruit,51,1,em,levant,-10.0,150.0,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
973,52,56,ha 70 sim,gaul,defrutumolives,128,1,gaul,,20.0,150.0,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
974,52,57,london 555augst 21haltern 70 sim,gaul,defrutumolives,128,1,gaul,,20.0,150.0,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
975,52,136,porto recanati,italy,unknown,194,1,italy,,40.0,200.0,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
976,52,138,dressel 6b,italy adriatic,olive oil,96,3,italy,adriatic,1.0,150.0,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
977,52,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,5,iberianpeninsula,guadalquivir,15.0,265.0,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
978,52,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",3,iberianpeninsula,south,-30.0,75.0,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
979,52,267,unknown,unknown,unknown,,4,unknown,,,,oberstimm,nan,germany,raetia,118891.0,,,48.712669333,11.454577377,military,auxiliary,43,120,minimum number of individuals,mni,21,schimmer f 2012 amphoren aus cambodunumkempten ein beitrag zur handelsgeschichte der rˆmischen provinz raetia mnchner beitrge zur provinzialrˆmischen archologie 1 wiesbaden
980,58,23,dressel 25,em kos,wine,74,13,em,kos,-100.0,200.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
981,58,28,kingsholm 117camulodunum 189carrotschˆnemau xv,em levant,fruit,51,1,em,levant,-10.0,150.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
982,58,31,camulodunum 184rhodian,em rhodes,wine,198,3,em,rhodes,-25.0,150.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
983,58,40,dressel 1b,gaul,wine,,1,gaul,,-30.0,14.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
984,58,46,gauloise 2,gaul,wine,114,6,gaul,,-40.0,14.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
985,58,94,unknown,gaul marseille,unknown,,2,gaul,marseille,,,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
986,58,135,dressel 24,italy,wine,78,3,italy,,-70.0,200.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
987,58,137,dressel 6a,italy adriatic,fish sauce,95,4,italy,adriatic,-25.0,50.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
988,58,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,89,iberianpeninsula,guadalquivir,15.0,265.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
989,58,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,29,iberianpeninsula,guadalquivir,-80.0,200.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
990,58,226,dressel 10,iberian peninsula south,fish sauce,62,2,iberianpeninsula,south,1.0,75.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
991,58,230,dressel 12,iberian peninsula south,fish sauce,64,1,iberianpeninsula,south,-50.0,200.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
992,58,235,dressel 7,iberian peninsula south,fish sauce,97,12,iberianpeninsula,south,-30.0,75.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
993,58,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",81,iberianpeninsula,south,-30.0,75.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
994,58,237,dressel 712,iberian peninsula south,fish sauce,"97, 98, 99, 62, 63, or 64",3,iberianpeninsula,south,-30.0,200.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
995,58,239,dressel 710,iberian peninsula south,fish sauce,"97, 98, 99, or 62",1,iberianpeninsula,south,-30.0,75.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
996,58,240,dressel 8,iberian peninsula south,fish sauce,98,1,iberianpeninsula,south,-15.0,75.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
997,58,242,dressel 9,iberian peninsula south,fish sauce,99,4,iberianpeninsula,south,1.0,75.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
998,58,243,dressel 910,iberian peninsula south,fish sauce,99 or 62,3,iberianpeninsula,south,1.0,75.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
999,58,256,dressel 24,iberian peninsula tarraconensis,wine,72,1,iberianpeninsula,tarraconensis,-30.0,150.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
1000,58,258,oberaden 74,iberian peninsula tarraconensis,wine,,5,iberianpeninsula,tarraconensis,-20.0,37.0,rˆdgen,nan,germany,germania superior,,19229.0,,50.365459989,8.766051012,military,auxiliary,-11,-7,maximum number of individuals,max,265,ehmig u 2007 die rˆmischen amphoren im umland von mainz frankfurter archologische schriften 5 wiesbaden
1001,69,23,dressel 25,em kos,wine,74,24,em,kos,-100.0,200.0,velsen,flevum,netherlands,germania,99058.0,,,52.460391603,4.632448075,military,navalvexillation,10,48,minimum number of individuals,mni,258,goudswaard b 1990 amforen van velsen 1 inhoud aan de verpakking een materiaalstudie naar bevoorrading doctoraalscriptie universiteit van amsterdam
1002,69,31,camulodunum 184rhodian,em rhodes,wine,198,12,em,rhodes,-25.0,150.0,velsen,flevum,netherlands,germania,99058.0,,,52.460391603,4.632448075,military,navalvexillation,10,48,minimum number of individuals,mni,258,goudswaard b 1990 amforen van velsen 1 inhoud aan de verpakking een materiaalstudie naar bevoorrading doctoraalscriptie universiteit van amsterdam
1003,69,52,gauloise 4 pelichet 47,gaul,wine,116,19,gaul,,50.0,300.0,velsen,flevum,netherlands,germania,99058.0,,,52.460391603,4.632448075,military,navalvexillation,10,48,minimum number of individuals,mni,258,goudswaard b 1990 amforen van velsen 1 inhoud aan de verpakking een materiaalstudie naar bevoorrading doctoraalscriptie universiteit van amsterdam
1004,69,129,dressel 1,italy,wine,61,1,italy,,-140.0,-15.0,velsen,flevum,netherlands,germania,99058.0,,,52.460391603,4.632448075,military,navalvexillation,10,48,minimum number of individuals,mni,258,goudswaard b 1990 amforen van velsen 1 inhoud aan de verpakking een materiaalstudie naar bevoorrading doctoraalscriptie universiteit van amsterdam
1005,69,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,79,iberianpeninsula,guadalquivir,15.0,265.0,velsen,flevum,netherlands,germania,99058.0,,,52.460391603,4.632448075,military,navalvexillation,10,48,minimum number of individuals,mni,258,goudswaard b 1990 amforen van velsen 1 inhoud aan de verpakking een materiaalstudie naar bevoorrading doctoraalscriptie universiteit van amsterdam
1006,69,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,34,iberianpeninsula,guadalquivir,-80.0,200.0,velsen,flevum,netherlands,germania,99058.0,,,52.460391603,4.632448075,military,navalvexillation,10,48,minimum number of individuals,mni,258,goudswaard b 1990 amforen van velsen 1 inhoud aan de verpakking een materiaalstudie naar bevoorrading doctoraalscriptie universiteit van amsterdam
1007,69,236,dressel 711,iberian peninsula south,fish sauce,"97, 98, 99, 62, or 63",72,iberianpeninsula,south,-30.0,75.0,velsen,flevum,netherlands,germania,99058.0,,,52.460391603,4.632448075,military,navalvexillation,10,48,minimum number of individuals,mni,258,goudswaard b 1990 amforen van velsen 1 inhoud aan de verpakking een materiaalstudie naar bevoorrading doctoraalscriptie universiteit van amsterdam
1008,69,267,unknown,unknown,unknown,,17,unknown,,,,velsen,flevum,netherlands,germania,99058.0,,,52.460391603,4.632448075,military,navalvexillation,10,48,minimum number of individuals,mni,258,goudswaard b 1990 amforen van velsen 1 inhoud aan de verpakking een materiaalstudie naar bevoorrading doctoraalscriptie universiteit van amsterdam
1009,72,23,dressel 25,em kos,wine,74,2,em,kos,-100.0,200.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1010,72,41,dressel 24,gaul,wine,,1,gaul,,-30.0,200.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1011,72,46,gauloise 2,gaul,wine,114,1,gaul,,-40.0,14.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1012,72,129,dressel 1,italy,wine,61,1,italy,,-140.0,-15.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1013,72,135,dressel 24,italy,wine,78,1,italy,,-70.0,200.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1014,72,196,dressel 20,iberian peninsula guadalquivir,olive oil,81,10,iberianpeninsula,guadalquivir,15.0,265.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1015,72,201,haltern 70,iberian peninsula guadalquivir,defrutum or olives,127,1,iberianpeninsula,guadalquivir,-80.0,200.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1016,72,239,dressel 710,iberian peninsula south,fish sauce,"97, 98, 99, or 62",5,iberianpeninsula,south,-30.0,75.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1017,72,242,dressel 9,iberian peninsula south,fish sauce,99,2,iberianpeninsula,south,1.0,75.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1018,72,259,pascual 1,iberian peninsula tarraconensis,wine,185,3,iberianpeninsula,tarraconensis,-50.0,100.0,vindonissa holzbau 1,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,15,45,minimum number of individuals,mni,27,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1019,73,23,dressel 25,em kos,wine,74,4,em,kos,-100.0,200.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1020,73,31,camulodunum 184rhodian,em rhodes,wine,198,2,em,rhodes,-25.0,150.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1021,73,34,unknown,em unknown,unknown,,3,em,unknown,,,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1022,73,38,dressel 1 sim,gaul,wine,,1,gaul,,-30.0,14.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1023,73,39,dressel 10 sim,gaul,fish sauce,100,3,gaul,,1.0,100.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1024,73,41,dressel 24,gaul,wine,,1,gaul,,-30.0,200.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1025,73,42,dressel 25,gaul,wine,,2,gaul,,-30.0,200.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1026,73,46,gauloise 2,gaul,wine,114,3,gaul,,-40.0,14.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1027,73,48,gauloise 23,gaul,wine,114 or 115,2,gaul,,-40.0,100.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1028,73,95,unknown,gaul unknown,unknown,,3,gaul,unknown,,,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
1029,73,128,camulodunum 176,italy,wine,50,1,italy,,50.0,150.0,vindonissa holzbau 2,vindonissa,switzerland,germania superior,177661.0,,,47.481828274,8.221169821,military,legion,45,69,minimum number of individuals,mni,100,martinkilcher s 2003 weinolivenˆlfischsaucen amphoren aus den stratifizerten befunden der 1 und 2 holzbauperiode in a hagendorn et al eds zur frhzeit von vindonissa brugg 35160 
